country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Haiti,41,47.25,53.5,63,66,67,53,46.5,40,26.5,13,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hawaiian Trade Zone,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045692954,0.003944065,0.066241115,0.022510273,0.044697568,0.2392,0.04519,0.03252,0.01984,0.1929,0.00014,0.61271,0.82261,1.03252,0.71121,0.58291,0.81339,10.31659,12.34587,33.08371,30.03782,25.74867,20.31229,27.57641,21.65853521,28.09832282
        Hong Kong,25.52623,81.25689,1604.25987,3794.68592,4941.01698,6109.55851,7067.60156,8828.53735,10214.91875,10943.11445,9843.83886,10623.09473,11260.7113,13041.12933,9316.00809,10041.21983,7464.06768,6296.8886,7828.41355,7047.09636,6715.52111,8855.56932,9609.8402,11768.89116,11785.46111,11932.61637,12570.27262,13515.92239,12505.85796,13593.45456,11380.59207,13810.72344,13614.35549,14298.62078,15199.63905,12328.76415,12303.07261,11577.10557,11994.3729,11062.01485
        Hungary,1751.57059,1801.17454,1813.29995,1671.10196,1435.20762,2659.87403,2676.40868,2275.16784,2439.41203,2573.89385,1943.37253,4068.62621,2448.23051,2785.53737,2819.70898,2435.00279,2535.313,2700.6595,2071.24049,1984.158,2084.46821,1618.19108,1190.4948,1546.54093,1897.07551,2373.27343,2720.126515,2833.523349,2965.289408,1952.268613,2267.623109,2094.647399,1988.657122,1747.407695,1764.762019,1729.350363,1727.452986,1930.589808,1958.667876,1790.967989
        Iceland,13.22772,26.45544,27.55775,40.78547,60.62705,76.05939,81.57094,66.1386,73.85477,78.26401,71.65015,66.1386,55.1155,58.42243,78.26401,71.65015,72.75246,63.93398,77.1617,66.1386,111.33331,108.02638,108.02638,93.69635,114.64024,128.9514315,119.04948,153.8525472,108.2385857,125.6704742,115.459727,121.8330023,114.6359465,137.913289,110.3430972,128.2972634,137.7805091,140.2456006,163.7683966,164.9018678
        India,606.27051,716.50149,1521.18781,507.06261,639.33979,2237.6893,2314.851,3273.86069,4078.547,4861.18709,6664.56626,5811.37832,7159.50345,8079.93231,11635.98436,13792.10272,14522.93425,18121.97641,18226.69585,21715.507,23071.3483,25167.97296,28114.45121,30433.23098,35042.47812,45420.73957,52654.10671,65331.64696,71052.03095,100730.4572,124042.236,141924.9059,176647.3071,200091.2008,247368.748,243543.522,217085.7934,219434.3399,247124.8175,266444.8983
        Indonesia,47.82933001,51.37877,54.91719,58.46295667,422.86872,820.9354,853.8320443,1044.538523,1235.245002,1196.00635,1369.577922,912.9891283,771.4805175,629.9719066,457.5908075,455.9314124,454.2720173,425.2594209,360.7819844,393.0876515,340.4188652,311.7326716,283.0464781,254.3602846,107.1257927,108.2236935,122.0069777,74.44340354,117.8711106,75.84333724,60.8805813,46.79195719,85.74428566,672.2713113,2692.192657,3315.675727,4297.831733,4797.640481,5906.03264,7461.91501
        Iran,945.78198,647.05597,1094.59383,970.0328,472.89099,372.58078,397.93391,348.32996,322.97683,223.76893,249.12206,720.91074,720.91074,779.33317,630.52132,522.49494,679.02296,755.08235,776.02624,804.6863,766.10545,763.90083,719.80843,679.02296,508.16491,573.2012,615.08898,429.9009,157.63033,11.0231,56.21781,78.26401,100.31021,146.63085,154.3234,112.2856441,274.1611099,260.9704,130.8354281,110.2526053
        Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ireland,1309.54428,1420.87759,1364.65978,1571.89406,1536.62014,2114.23058,2895.76837,3239.68909,3818.40184,3671.79461,3440.30951,3527.392,3424.87717,3258.42836,2717.19415,3207.7221,3136.07195,3379.68246,3216.54058,2678.6133,3068.83104,3380.78477,3223.15444,3014.81785,3302.52076,2994.026564,2350.813113,2068.040539,1819.281868,1987.526136,1874.31526,2427.925982,2331.393301,2651.783626,2175.95994,2605.225369,1875.006138,1395.097115,1764.91884,393.8526171
        Israel,0,397.93391,1092.38921,2354.53416,2942.06539,3376.37553,3399.52404,3877.92658,3897.76816,4073.03545,4407.03538,4322.15751,5987.74792,5931.53011,6747.23951,7815.3779,7888.13036,9704.73724,10621.85916,10579.97138,10931.60827,12587.27789,14050.04326,13552.90145,14110.67031,13982.80235,14061.06636,14870.1619,14080.90794,13054.65733,13569.4361,13751.31725,15399.2707,14126.10265,12148.55851,12171.70702,9694.827971,9387.283116,8511.178018,6499.651708
        Italy,19065.55376,20928.45766,21812.51028,19086.49765,22577.51342,24649.85622,22762.7015,23607.07096,21878.64888,22885.05791,22683.33518,21892.97891,19616.70876,15783.97689,17545.46827,20391.63269,18254.2536,16877.46841,18277.40211,19094.21382,20973.65237,21527.01199,21187.50051,22674.5167,28364.23468,27661.07044,27726.77272,28134.97605,28926.78937,22469.20345,24510.76351,26516.98162,28526.29556,22434.60615,21569.7224,21578.21513,19040.6572,17767.40424,16323.61669,11933.27199
        Jamaica,0,0,0,0,0,0,0,0,0,61.72936,57.32012,56.21781,72.75246,60.62705,58.42243,60.62705,70.54784,73.85477,78.26401,79.36632,68.894375,58.42243,97.00328,93.69635,72.75246,66.1386,30.86468,39.68316,84.87787,36.37623,43.23810975,78.8261881,103.2446143,104.7170635,103.9842092,89.25734763,72.95748966,67.63663929,72.77230158,105.3073119
        Japan,75585.3967,85933.88298,86569.91585,82811.03875,96151.19437,103009.7672,99640.00552,100217.616,111598.9667,111894.3858,118662.5692,123954.7595,122316.7268,124098.0598,133659.4967,140250.2082,143396.201,149766.4505,142927.7192,152269.7965,166214.018,170981.5087,174774.1782,184123.0093,198422.8052,199337.7434,195366.1073,205593.2292,211302.4973,178381.0942,203462.8311,193182.7045,204117.1997,211162.247,207699.5276,210159.9662,209161.6878,212531.8297,208699.5641,205232.6923
        Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030106291,1.6093726,0.8598018,0.110231,0.326602328,0.215075011,0.103547694,0.07495708,0.0879941,1.174166282,2.362055221,1.59924678,0.83643834,1.678115959,6.193207481,2.387948483,18.2307281,166.8401323,378.1737411,329.5434351,291.8981354,243.7278057,224.7336497,207.29815,162.8542631,114.4333937
        Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,77.45109059,80.37801688,88.6713675,105.4753,46.5263,65.04191,99.30826,133.57462,251.66984,228.53752,216.08813,353.77383,418.51917,483.26453,330.35617,392.02411,322.34428,296.57119,137.66879,14.00814,9.29753,3.11877,2.56699,2.34299,0.39077,0.13524,0.353303803,0.107939298
        Kenya,17.63698,100.31033,50.70632,35.27396,90.38953,99.20802,93.69647,102.51496,125.66349,145.5051,167.55133,145.5051,174.1652,144.40279,135.5843,171.96057,158.73284,162.03977,132.27736,127.86812,117.94732,117.94732,176.36982,165.3467,192.90449,159.83515,213.8484,196.21142,195.10911,169.7553965,165.0015998,271.5477973,378.09233,417.77549,518.0857,548.95038,541.2342,510.36952,761.5057033,623.9199525
        Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.096959188,2.513733077,11.20261118,11.81205634,13.37147875,15.49340186,17.61532496,15.80089735,14.11846054,12.34263452,10.99875328,12.99579067
        Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020840273,0.076753845,0.136215754,0.076993047,0.123870984,0.623846833,1.123822682,0.908450047,0.573117424,1.097073476,1.621029528,24.72411664,125.6576256,290.9447508,405.7135951,421.6461369,417.1125685,265.0824241,369.4594812,345.0705352
        Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,855.2601104,876.7398013,912.8333422,922.474243,936.96466,891.76989,892.8722,893.97452,800.27804,378.09281,972.23862,1165.14312,1033.96806,934.76003,882.95141,1245.38529,1074.75358,1349.76219,1234.58721,1141.99316,1365.28021,1405.44525,1274.68631,1388.51212,870.20467,1015.41764,904.5783191,538.4727934
        Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09273,3.36315,7.65252,8.73151,12.5114,15.19558,16.7647021
        Latvia,--,--,--,--,--,--,--,--,--,--,--,--,296.9720646,315.1514306,296.5396116,266.75936,234.79233,240.30389,136.68663,136.68662,88.18492,95.9011,112.43577,136.68662,104.71959,127.86813,176.36983,169.5418919,187.0333469,150.2183976,199.9006116,219.2009574,157.3745941,131.17489,93.69635,78.26401,77.85256177,79.65033568,89.73323249,87.46887501
        Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,122.35641,123.45872,203.92735,244.71282,250.22437,212.194675,195.9308907,162.0301465,154.589554,147.1489615,73.83592292,87.45117101,86.18246236,84.91375371,88.26300404,91.61225437,130.6866681,210.1658955,280.3223923,261.6153416,188.5299841,224.46791,177.4695411,135.9758385,128.70793,187.1810686,291.2798156
        Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,655.4688518,601.4175725,566.58804,285.49864,456.35691,288.80559,257.94088,159.83516,144.40281,117.94733,245.81545,325.18187,292.11253,326.28418,437.61765,399.14698,421.41365,236.99696,352.73966,436.51532,352.73966,464.4285561,331.79531,250.22437,287.84356,386.770648,404.8724279,408.7222125
        Luxembourg,432.10552,333.99993,311.95373,184.08577,208.33659,219.35969,201.72273,230.38279,181.88115,217.15507,217.15507,223.76893,306.44218,305.33987,346.12534,239.20127,266.75902,213.84814,167.55112,168.65343,189.59732,210.54121,125.66334,94.79866,138.89106,134.48182,162.03957,133.37951,126.76565,114.64024,112.43562,98.10559,90.38942,82.67325,93.69635,80.46863,89.19811531,74.60764773,69.94818336,78.59034557
        Macau,0,0,0,0,0,0,0,0,0,0,2.31485,0.03968316,0.056308199,0.05842243,0.007169424,1.909095098,1.521041193,1.464917549,1.242828775,1.02074,1.17396,1.13648,1.05381,1.51127,1.72512,1.34592,1.32608,1.46938,0,0,0,0,0,0,0,0,0,0,0,0
        Madagascar,11.02311,13.22774,13.22774,12.12542,7.71618,9.149184,12.12542,13.22774,13.778895,14.33005,12.64680263,12.17942319,13.21118535,10.912869,13.22774,9.19877695,10.0126025,15.0884303,8.472461584,3.339654277,4.107096829,15.58934752,10.6711721,13.88091363,18.3578983,18.79328319,15.081,11.23584583,14.55269662,15.89971944,38.27330551,133.1921173,289.9725663,414.6317,541.88568,361.2411329,424.5471821,604.6600207,497.6833727,563.9616232
        Malawi,71.65024,52.91095,67.24099,48.5017,45.19477,36.37627,30.86472,30.86472,17.63698,12.12542,19.8416,12.12542,13.22774,16.53467,18.73929,18.73929,18.73929,18.73929,14.21982,12.45612,3.24981491,4.774749461,31.12338995,14.58216467,28.51138704,26.66429908,19.08073698,12.96571635,8.308117084,13.87020579,12.87470192,18.81742378,16.78486996,26.24507736,21.80911406,37.36462288,36.8398143,42.603,52.59757043,40.06363001
        Malaysia,88.18491,200.98223,151.01666,408.36227,449.12464,587.24976,444.87523,542.33719,604.2463,1984.50216,2610.2733,2352.33244,2483.50749,1947.78417,2272.96602,2198.00885,3096.39261,2394.22027,2407.44801,2309.3423,3397.32361,4659.47012,6018.62002,7772.126225,9525.63243,11182.57396,11993.92031,14731.28901,17004.25503,15958.16155,21967.50498,24239.03782,23169.20766,25303.57655,23517.58916,22159.40223,26670.87922,37541.49602,37763.77952,37958.83115
        Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malta,5.2910955,16.97559525,28.660095,57.32019,103.61727,132.277365,160.93746,200.62067,275.57784,261.2477925,300.931,267.86166,225.97383,227.8616031,229.7493762,41.61385597,0.75618466,0.00110231,0.87633645,0.535871472,0.283356502,0.030073221,0.001984158,0.005291088,0.289554791,0.257808263,0.226061735,0.278932932,0.141316142,0.221303063,0.047075251,0.00191361,0.001460561,0.538006646,0.000167551,0.00411823,0.056097658,0.0282974,0.000497142,0.00072532
        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritania,6.61387,7.165025,7.71618,8.267335,8.81849,9.369645,7.9917575,6.61387,5.2359825,6.717210313,6.61387,5.92492625,5.442663125,4.9604,4.064773125,4.40925,3.931578833,2.211894183,1.113216275,0.014538367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritius,0,0,0,0,27.55778,29.76241,61.72944,34.17165,44.09245,82.67335,88.18491,72.75255,79.36642,69.44562,41.88783,72.75255,41.88783,30.86472,94.79878,142.19817,245.15405,239.9234691,234.6928882,307.8426252,329.2112639,397.8700422,709.5873278,732.0151574,669.103,617.183369,728.2080322,727.745062,803.9477523,780.766173,850.762858,886.477702,1020.187905,1576.91189,1414.704654,1173.1
        Mexico,907.20113,750.67311,745.16156,307.54449,257.94054,263.45209,268.96364,25.35313,33.61387862,28.66006,26.98838728,27.55775,75.16502599,91.49173,320.77221,903.8942,1033.96678,1298.52118,1310.64659,2771.20734,2685.22716,3795.25333,6501.42438,7999.46367,4569.07495,8033.63528,8418.34147,5924.91625,5018.81743,6620.47386,8666.36122,8164.81017,7487.99183,8256.538543,8024.20709,8496.744603,9127.352211,11466.48811,11317.30325,8867.706941
        Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,274.364959,219.580152,236.004571,204.9561727,185.7759787,166.5957847,147.4155907,149.7671853,152.11878,154.3234,165.3465,294.31677,203.92735,184.0796609,190.7595571,165.4394452,168.9114657,175.0498651,200.7133652,229.5451193,189.9910939,285.5081998,160.5903851,187.3560261,132.7845437,234.55694,167.819279,162.7421692
        Mongolia,23.920157,39.68321,55.446263,53.54475075,60.47552113,67.4062915,77.86997493,78.61814746,79.36632,84.87787,80.46863,93.69635,101.1590229,106.5248536,111.8906842,117.2565148,122.6223454,110.8562876,99.09022966,93.2359548,47.27700445,10.40180171,5.384105327,0.363755745,0.35394182,0.515946116,0.172023192,0.704089489,0.186321806,0.431411065,0.20062,0.15873,0.28109,0.80408,0.80117,0.79826,0.87475,1.998,2.287651501,59.41175653
        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.82462087,21.48383781,20.14450912,11.22551278,0.372459526,0.899476142,0.764476236,1.039268891,0.975341525,1.456724711,0.751814001,0.601837009,0.891913193,0.209433388
        Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Morocco,31.96706,48.50174,71.65027,313.05646,240.30391,487.22166,900.58841,1118.84606,1177.26857,1437.41405,1351.43376,1541.03131,1339.30834,1434.10711,1642.44396,2128.56324,3151.50818,3120.64346,3694.94768,3584.71654,4367.35761,4522.651164,4651.041619,4429.951303,5047.440011,5292.19031,5223.252945,5337.721225,4913.319749,4684.431691,4694.63009,4414.34156,5155.50837,4935.38429,7184.33203,7120.04579,7410.68085,7505.02781,8395.77242,9824.182808
        Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469584,4.157154931,15.26186765,18.18089752,15.51370248,17.85331723,15.95082539,17.97100723,18.19330393,16.58894001,12.83467316,2.317595752,7.712994245,12.4874628,9.44635388,5.496423992,4.057324931,14.60757,13.80057177,14.82752345
        Namibia,--,--,--,--,--,--,--,--,--,--,0,16.53467,13.22774,9.920802,11.023114,17.63698,15.43236,12.12542,18.73929,6.61387,5.424554592,0.928745779,1.835199543,10.07086179,0.036312296,0.290445457,10.2961949,19.8424462,15.08115076,9.714369886,3.107219316,9.402591864,9.714369886,4.382220177,3.306144053,3.78767054,5.643209906,27.63282613,24.25082,33.28223197
        Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,91.49173,68.34322,78.26401,94.79866,89.28711,94.79866,89.28711,92.59404,83.77556,83.79626666,89.28711,112.43562,114.64024,126.76565,124.56103,135.58413,111.33331,113.53793,114.64024,145.50492,176.3696,207.23428,238.09896,308.6468,273.37288,268.412485,263.45209,281.8738947,300.2956994,292.3329978,290.7386717,349.8489432,392.1688287,345.983142,296.6999642,345.5008814,363.5320642,426.792935,474.6943692,728.861702
        Netherlands,8762.26219,8740.21599,9698.12338,9600.01779,12360.31226,12874.31941,13250.31735,14202.16204,16602.99322,16915.68503,18859.42422,17491.56597,16855.86986,17065.99506,23067.37976,19628.48661,18954.67306,21001.87294,23608.63227,20698.53178,23679.3405,33662.09134,30202.94071,33705.90695,26735.36677,39922.09065,39738.25191,42420.14072,42583.4765,42504.14027,43654.23404,40895.88614,45629.98663,53386.00913,59917.25911,62097.24743,57458.42326,51702.71871,48835.49581,41513.98651
        Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Caledonia,132.27736,90.38953,71.65024,106.9242,113.53807,195.10911,192.90449,170.85826,187.39293,228.17845,180.77884,194.00656,133.37951,174.16498,221.56431,205.02966,277.78212,124.56103,132.2772,122.35641,279.98674,285.49829,304.23756,345.02303,309.74911,286.6006,311.95373,268.96364,372.36032,243.72074,629.08832,623.90746,632.50548,606.74374,769.93721,963.03348,1188.2483,1154.32385,1383.962033,1317.652178
        New Zealand,0,0,0,0,0,0,0,0,0,0.693781789,0.670255186,0.654303658,0.770979865,0.546551753,0.480366856,0.123661545,0.067290514,0.01772294,0.099551821,0.019218775,17.84267419,33.68758347,84.40541112,464.8601557,965.7739261,1194.771787,1362.550899,795.1254032,660.6123283,773.8376961,276.8457925,188.9424233,1.520832856,712.9585544,519.833342,477.6668098,499.3388406,513.8268592,662.8348818,1184.588901
        Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441251386,0.229444173,0.01763696,0.00220462,0.91271268,0.06393398,1.61047491,4.954552757,2.50775525,0.10471945,0.09259404,0.70327378,0.035385013,0.146508022,0.148755189,15.477568,46.91568322,53.78591,53.31518312,56.68330339
        Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,496.04053,923.18616,1350.33182,2204.62313,2425.0854,2590.4321,2755.77881,2810.89437,2866.00994,2838.45216,2810.89437,2755.77881,1509.24386,1838.74126,1711.1879,1218.8751,356.89688,295.90451,109.03831,479.30282,462.8054,488.22412,476.07335,683.1908,630.61281,384.00071,300.12925,322.88755,291.10685,289.36525,287.62366,323.98682,266.80202,372.1259889,315.2108135,259.807496,500.1124804,1218.150457,0,24.25082
        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,115.74269,141.09585,84.87797,130.07274,131.17505,110.23114,461.86846,221.56458,162.03977,152.11897,182.98369,399.03671,288.80558,337.30728,331.79572,357.14888,347.22808,105.82189,294.31713,326.28416,229.28076,313.05604,308.6468,207.23428,227.610961,176.20595,235.3156273,288.5224113
        Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Norway,814.60709,763.90083,887.35955,604.06588,850.98332,1010.81827,849.88101,821.22095,853.18794,724.21767,785.94703,662.48831,682.32989,789.25396,876.33645,1025.1483,917.12192,949.08891,1065.93377,1008.61365,1013.02289,910.50806,722.01305,739.65001,844.36946,735.24077,582.01968,672.4091,709.88764,467.37944,753.98004,781.53779,842.16484,709.88764,838.85791,763.90083,727.5246,860.9051331,821.882336,874.949744
        Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11666849,0.12897027,0.45550205,1.539028687,0.013250869,1.055599614,3.346888738,9.81827517,11.15599449,10.72623689,5.526475277,8.021862609,5.660239494,81.42071719,71.94887,64.35892712,43.28112189,74.18242173
        Pakistan,382.50204,354.94426,665.79606,573.20191,541.23488,789.25493,939.16928,1013.02414,940.27159,987.67098,992.08022,1071.13799,1085.77669,1205.92863,1208.13325,1196.00783,925.94154,1058.21891,1003.10334,1054.91197,1047.19579,1191.59858,1739.44733,3074.34638,3645.34367,3133.8712,4685.92559,6599.53811,5129.05476,5134.56631,4703.56257,4472.07719,3605.66046,3813.803566,5282.990702,5570.50107,7107.75806,10721.34925,16076.19565,17878.83724
        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Panama,0,0,0,0,0,0,0,0,15.43234,17.63696,38.58085,54.01319,46.29702,69.44553,67.24091,45.19471,23.00443257,21.86633652,43.56101824,66.1386,51.37683375,26.7992571,10.01774368,16.32738375,12.08749219,7.847603933,5.602776073,2.650050243,41.18375004,54.80620284,61.26752816,261.24747,275.5115201,258.8045967,353.9437041,357.6951384,336.7060371,397.1949104,351.8212602,926.488915
        Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190092257,0.027723097,0.17691855,0.114613785,0.001396627,0.045049205,0.281158496,0.026786133,0.05070626,0.264566525,2.017778455,1.679929258,3.253558354,4.82718745,1.203151523
        Peru,58.4227,70.54808,38.58106,60.62718,93.69647,73.85499,37.47879,47.39954,82.6735,79.36655,49.60395,219.35969,209.4389,401.24084,309.74911,338.40917,281.08905,356.04613,481.70947,469.58406,688.94375,536.82497,932.55426,850.98332,1001.99979,1036.1714,799.17475,848.2482695,731.6758631,842.09117,1023.90983,655.53709,688.37588,1097.55373,558.40069,427.66749,645.31455,518.79123,351.3166105,400.8038689
        Philippines,0,0,0,0,0,0,0,0,1466.0723,1184.98325,1481.50464,1581.81485,1215.84793,1403.24063,1226.87103,1884.9501,3288.19073,4682.61288,4720.09142,5355.02198,7511.14034,8378.65831,7073.52327,7754.75085,8278.3481,7336.97536,8095.36464,8519.75399,10006.77018,7745.93237,12087.93147,12084.62453,13111.97745,15889.79865,16735.27042,19046.81449,22079.26931,24546.23908,24133.91048,29305.78638
        Poland,1115.53772,1181.67632,1071.44532,1125.45851,1134.27699,1159.63012,1267.6565,1203.72252,1196.00635,1020.73906,1159.63012,1161.814698,1163.999276,1166.183854,1151.91395,1664.4881,2221.15465,2761.727474,2682.140692,2602.55391,1657.779441,2099.558966,3053.80837,2824.708506,2647.824157,3718.934236,5820.871414,6543.13557,11419.00941,11954.50069,15640.90396,16613.04163,11455.98258,11900.64126,11844.33436,9573.292067,9668.082068,14696.7951,21765.91515,18764.90002
        Portugal,438.71938,345.02303,380.29695,539.02959,565.48503,1537.72245,2076.75204,3044.58022,3295.9069,3917.60974,5146.68539,4689.22674,4940.55342,5253.60946,5524.77772,6617.16693,5896.25619,6347.10098,5636.11103,6702.0448,7018.40777,5298.80417,6246.79077,5890.74464,5783.82057,5811.37832,6373.55642,5271.24642,4220.74499,5578.79091,3054.50101,4136.96943,5705.55656,4680.40826,4827.01549,5970.11096,5781.774829,6201.094829,4743.402821,3135.354314
        Puerto Rico,0,0,0,188.49524,110.23114,110.23114,255.73624,322.97723,394.62747,328.48879,234.79232,211.64378,169.75595,176.36982,178.57444,181.88137,187.39293,190.69987,192.90449,176.36982,202.747,260.025,984.314,1448.161,1601.36,1674.43,1942.144,1944.133,1961.873,1658.668,1554.627,1672.63,1599.447401,1593.465164,1822.199891,1610.261767,1731.321155,1217.731778,1291.189496,1736.658558
        Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Romania,4639.62279,4154.60639,4002.48761,6375.76104,6073.7281,7195.87968,8075.52306,9554.82308,11064.98778,9200.98157,9294.67792,5679.10112,7805.45711,3535.10817,4664.97592,5218.33554,5218.33554,5786.02519,4424.67234,2658.77172,3002.69244,3332.28313,4048.78463,3624.366975,4083.130456,4554.855678,4496.272543,5845.584543,3735.515844,1311.975887,1058.663954,1093.340824,1414.999084,1215.971639,1194.213555,1274.524004,1115.000605,952.0323367,1026.230064,1152.832559
        Russia,--,--,--,--,--,--,--,--,--,--,--,--,10882.38025,11559.41796,11881.19827,11975.59,12640.05701,13102.73762,13474.9737,17688.76857,17454.80753,18680.93491,21017.65564,27110.55844,24521.54847,23356.88178,28627.94915,25911.64534,26135.07784,26616.37726,28152.9974,26815.66206,26292.63105,28317.85034,27693.29926,26914.08042,24432.77237,27453.82087,25870.52512,25564.30049
        Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
