country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Kuwait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43035,98.52885,122.1899,93.58475,76.9867,116.89265,141.26,175.515259,180.7771493,161.4462993,169.7058443
        Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,81.22,77.69,63.57,29.84,63.57,67.0985,67.0985,67.0985,67.0985,70.63,42.378,25.07365,31.43035,25.07365,26.48625,26.48625,25.4268,22.6016,15.89175,13.77285,14.8323,13.20781,13.949425,5.6504,5.997760656,5.997760656,7.033788775,6.762172759
        Laos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Latvia,--,--,--,--,--,--,--,--,--,--,--,--,56.5,28.25,24.72,38.85,35.32,45.9095,45.9095,45.55635,56.504,60.0355,60.0355,63.567,67.45165,68.5111,67.0985,58.26975,44.85005,55.0914,39.729375,61.977825,60.60054,59.96487,33.54925,46.12139,39.9766322,43.8965639,49.94701451,47.80814382
        Lebanon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4126,5.29725,0,0,0,0,0,0,0,0,0
        Lesotho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Liberia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Libya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,141.26,84.76,81.22,98.88,91.82,102.4135,113.008,75.5741,91.819,97.4694,102.06035,107.00445,103.1198,107.3576,102.76665,121.4836,124.66195,96.40995,109.82965,120.071,117.2458,114.4206,98.1757,88.2514353,77.7276547,87.8276589,80.5873769,92.700319
        Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,18.78758,19.529195,19.67,22.46,24.543925,25.00302,25.179595,26.1331,26.733455,27.68696,42.625205,42.554575,47.922455,47.216155,49.546945,46.33328,44.320325,44.814735,48.16966,41.777645,42.73115,36.37445,34.361495,30.900625,28.3932813,27.722302,27.25569043,27.28521391
        Macau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.456615556,2.597184297,0,0.013101754,2.061319039,0.075008423,0.335207132,6.197023556,3.288716752,4.722458258
        Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malawi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malaysia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19255,52.9725,57.2103,66.03905,65.33275,53.6788,103.8261,70.27685,82.6371,115.1269,163.50845,115.48005,74.3384245,98.6349381,96.8938612,140.7257462
        Maldives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6297247,13.33189635,13.73863851
        Martinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,59,90.05325,35.24437,45.62698,63.07259,30.618105,39.83532,55.16203,61.4481,102.76665,138.64669,266.098525,363.356035,411.20786,330.301195,371.5138,398.953555,480.14274,478.37699,540.88454,623.09786,814.43453,947.819285,1018.62586,1287.973365,1556.163785,1770.239313,1877.316107,2087.784016
        Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,77.69,63.57,49.44,49.44,70.63,84.756,81.57765,74.1615,75.22095,72.39575,77.693,84.0497,76.63355,86.52175,91.819,86.1686,88.9938,82.28395,76.63355,74.51465,122.54305,115.8332,111.24225,96.0568,97.0809263,88.5347689,96.55594695,98.96351645
        Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Morocco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34735645,17.81809685,20.63071824,17.6575,17.6575,17.6575,26.1331,41.38918,39.41154,38.175515,39.800005,40.7535019,40.4003549,36.01045945,33.57572132
        Mozambique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Namibia,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,86.274545,104.32051,130.065145,129.711995,136.068695,201.048295,254.938985,254.47989,381.96704,614.728205,755.070015,944.88814,899.578995,665.3346,810.090785,889.01981,921.474295,934.399585,906.500735,909.325935,812.562835,921.29772,953.29311,1028.478745,1338.01472,1522.110251,1800.955122,2035.410215,1969.405801
        Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,9.421471173,10.42,0,0,0,0,0.7063,1.4126,0,0,0,0,3.5315,3.5315,3.5315,2.8252,2.47205,2.8252,2.8252,4.2378,2.8252,1.4126,1.76575,2.1189,4.8381319,7.0276433,6.3247033,7.7305833
        Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56868,1.51648,1.04258,0.37912,0.9478
        Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36025,52.9725,67.0985,68.86425,68.86425,68.86425,69.57055,70.27685,69.78547738,69.71844379,56.71405379,56.71405379
        Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.38155,132.6659743,218.8326028,314.1891048,379.3916757
        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Panama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.786,19.52041999
        Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Peru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,246,230.289115,202.249005,216.62221,252.255045,274.11503,286.19276,267.934905,270.30101,285.945555,310.13633,289.65363,324.898,351.843345,369.500845,385.71043,357.52906,395.59863,351.52551,384.756925,416.36385,432.53812,440.907775,417.387985,428.053115,518.3881176,555.3979232,556.7888306,602.2741642
        Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4.061225,28.711095,80.23568,81.2245,90.159195,109.82965,106.86319,132.7844,157.64616,148.323,152.525485,168.205345,172.90224,182.2254,183.07296,159.20002,155.421315,143.73205,166.439595,174.6326054,231.1008107,215.0354684,220.4386175
        Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12.36025,22.24845,22.24845,26.1331,24.0142,23.66105,25.4268,26,28.486,26.723,27.193,26.48625,48.0284,56.706929,58.713233,55.373429,61.334954,46.432854,60.268787,68.721584
        Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Reunion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,164,158.92,162.449,158.92,217.19,259.57,215.4215,134.197,120.071,120.071,190.701,176.575,201.2955,218.953,229.5475,208.3585,173.0435,157.5049,70.98315,80.5182,111.5954,100.64775,50.8536,19.7764,6.00355,50.9591631,42.730838,54.00803412,98.91634014
        Russia,--,--,--,--,--,--,--,--,--,--,--,--,734.55,713.36,257.8,289.58,162.449,105.945,70.63,150.08875,314.3035,0,77.693,486.6407,794.5875,967.631,1889.3525,1818.7225,1984.703,1317.2495,1341.97,1306.655,1130.08,1045.324,844.0285,557.977,562.7444845,557.3766501,578.5351441,568.9962483
        Rwanda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Vincent/Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Senegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74.1615,74.1615,75.92725,54.73825,64.62645,65.33275,79.1056,57.56345,45.9095,55.7977,57.7400085,70.983021,71.53475861,69.94576274
        Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38.85,52.97,52.97,52.97,52.9725,52.9725,52.9725,52.9725,52.9725,41.6717,41.31855,187.8758,233.43215,233.43215,233.43215,304.4153,323.83855,284.6389,296.646,298.7649,341.601995,384.191885,437.55285,436.84655,453.6693319,476.09388,479.486163,485.4955113
        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,194.72691,200.65983,260.98,221.389735,226.121945,234.56223,228.98246,248.47634,247.27563,256.210325,239.965425,245.403935,261.295685,245.0861,221.35442,221.28379,207.58157,215.35087,208.605705,169.547315,186.074735,167.993455,155.633205,154.6090787,176.3629339,146.4176899,230.5019906
        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,23.78,29.31145,28.61,34.26,44.5,31.28909,33.1961,34.96185,35.66815,36.7276,35.350315,35.632835,38.811185,40.153155,38.881815,39.5528,37.99894,35.985985,37.186695,31.92476,30.72405,29.911805,27.05129,28.711095,30.4062006,31.889418,31.2813749,31.74768725
        Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.49335,73.4552,45.9095,86.1686,97.4694,89.34695,107.3576,116.5395,127.134,131.3718,134.197,134.197,141.7543458,147.0515508,130.6530501,125.0851327
        South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,127,157.99931,205.427355,273.44,325.639615,442.56758,536.29359,488.83023,598.342045,670.949685,745.42902,822.1332,896.22407,1021.627635,1029.185045,1164.724015,1179.09722,1314.318355,1190.786485,1547.326725,1650.234635,1687.668535,1877.310085,1733.47209,1533.73045,1562.698494,1753.475425,2056.112056,1957.059818
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0
        Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.67,170,187.134185,196.84581,250.913075,290.82,321.50776,446.205025,466.22863,537.56493,598.02421,611.93832,772.091845,818.495755,1004.040765,1233.800155,1290.869195,1284.97159,1439.08625,1291.68144,1296.802115,1253.294035,1238.21453,1253.294035,1284.90096,1143.888165,1144.382571,1222.851834,1229.564911,1313.36758
        Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,27.96948,30.16,30.08838,30.26,32.454485,32.030705,31.748185,31.85413,31.14783,34.18492,34.82059,34.714645,34.573385,32.91358,34.46744,35.562205,32.27791,42.554575,57.598765,45.98013,39.90595,38.316775,31.465665,28.67578,32.3838235,38.40702464,38.40702464,41.47817459
        Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.28,78.89,82.954935,87.02,85.88608,94.679515,102.48413,98.95263,101.883775,105.556535,104.920865,109.229295,107.21634,113.325835,116.927965,120.035685,116.716075,113.64367,121.095135,116.221665,129.81794,115.162215,126.251125,132.92566,115.162215,123.03746,129.2528472,129.8178824,123.1713738,126.3522828
        Syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9441,32.13665,24.36735,8.82875,0,0,0,0,0,0,0,0
        Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81.3373526,79.1056,81.9308,108.06,117.25,124.66195,153.9734,187.52265,188.93525,211.1837,226.016,254.268,264.1562,322.42595,339.37715,360.213,388.81815,401.1784,416.36385,526.1935,562.56795,535.975755,539.33068,635.31685,684.75785,710.3256928,781.8379603,789.3317928,783.0157363
        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,63.57,49.44,56.5,27.12,42.38,38.8465,37.4339,39.19965,42.73115,44.14375,41.31855,46.26265,47.67525,49.08785,43.7906,22.6016,14.126,6.674535,6.533275,6.3567,6.63922,6.99237,7.48678,0,0,0,1.9190262,4.922407644
        Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3.17835,46.96895,177.9876,218.953,250.38335,265.92195,312.8909,317.1287,331.961,301.94325,292.76135,311.12515,338.3177,344.6744,365.8634,374.05648,470.713635,456.587755,509.1360286,520.5784508,527.7732877
        The Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.137,0.156
        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878675,0.35147,1.370733,1.581615,1.581615
        Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,22.95475,24.7205,39.906,56.5,45.91,38.8465,32.13665,36.7276,38.8465,42.378,55.7977,59.68235,49.441,45.9095,63.567,45.9095,44.14375,49.441,44.14375,44.14375,48.7347,66.74535,79.8119,102.06035,104.88555,121.2009414,135.609339,141.626646,152.065305
        Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.020955,142.496025,156.692655,174.95051,187.628595,243.002515,283.897285,338.45896,349.40661,425.05134,507.8297,556.35251,604.23965,729.25475,767.46558,938.425495,1067.183985,1265.40708,1312.058195,1266.25464,1343.276655,1549.55157,1621.73543,1598.71005,1739.68753,1710.199505,1636.921503,1946.596107,1771.985811,1592.384641
        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Pacific Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        U.S. Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,2765.16,3192.48,2683.94,2355.5,2316.66,2178.9355,1967.0455,2122.4315,2143.6205,1974.1085,2129.4945,2334.3215,2373.168,2394.357,2447.3295,2309.601,2267.223,942.9105,1285.466,1582.46515,1162.92295,988.82,706.3,500.943275,378.5382693,458.031659,338.110095,379.302379
        United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,17.66,17.6575,17.6575,15.89175,15.89175,0,7.063,7.063,7.063,49.441,49.441,49.441,227.78175,591.52625,591.52625,597.17665,998.531625,657.5653,688.28935,711.2441,769.9724461,753.1273342,743.2747539,686.684079,707.7755588
        United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,225,199.494435,157.99931,107,60.39,60.38865,46.6158,31.7835,48.38155,77.693,105.945,180.1065,263.09675,434.3745,583.4038,754.3284,1058.0374,1290.05695,1452.50595,1908.63449,1900.194205,1782.171475,1734.849375,1509.92814,1571.623445,1666.160897,1659.521733,1659.683796,1665.532994
        United States,984.767,903.949,933.336,918.407,843.06,949.715,750.449,992.532,1293.812,1381.519892,1532.258848,1773.312674,2137.503706,2350.114523,2623.839453,2841.048409,2937.412568,2994.172832,3152.057632,3585.505024,3781.602987,3976.939284,4015.462598,3943.749002,4258.558342,4341.034052,4186.280823,4607.581658,3984.101115,3751.359555,3740.757199,3468.692756,3137.789154,2883.355488,2695.378461,2718.093541,3006.496606,3033.226244,2888.846549,2741.716528
        Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.7063,1.4126,1.4126,0.7063,2.1189,4.2378,3.17835,4.2378,3.17835,2.47205,1.4126,2.8252,2.8252,2.1189,2.1189,1.953903689,1.988639754,2.249160246,2.540074795,1.941412887,3.420731239
        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,102.41,91.82,70.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8882,0,9.8882,0,0,0,0,0,0
        Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5315,52.9725,63.567,51.06549,74.51465,64.9796,64.308615,64.944285,17.6575,0,0,0,0
        Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Wake Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
