country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Canada,16831.17139,17311.77855,17641.36924,18751.39541,27709.86878,30179.04318,28554.23824,29475.7694,32486.24746,35054.34205,35332.09,35798.8786,28635.71989,31250.35622,34514.02937,37593.36212,38246.94487,39337.59684,36581.8053,37434.81357,35811.05075,32734.70041,27762.29464,27673.7064,28702.22997,31185.67598,30367.1192,33834.03991,35266.00475,31507.97709,36859.23468,37179.98705,38367.31051,43099.94842,37822.5941,33605.11525,33435.31101,34241.98698,35646.50078,38335.03487
        Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.475439531,0.470203558,0.713332359,0.45304941,0.3858085,0.13778875,0.4960395,0.157492541,0.202734218,0.156420873,0.110107528,0.117030038,0.123952548,0.655984681,0.137797568,0.216317314,0.030866885,0.02741445,0.030787518,0.006344896,0.033840917,1193.325507,1626.256529,1514.680386,959.4942975,1007.492171,464.7866526,0
        China,6963.71426,7240.329057,7096.638063,7229.997919,7665.56715,8567.186341,10821.52702,14915.0627,17246.74226,16907.23078,19058.9399,22047.30231,25753.26853,21842.27265,26669.28814,31544.29987,32102.43084,33950.64551,35594.42483,41234.25028,60678.00044,99351.2003,92483.809,103650.2093,95526.1846,79068.6963,69743.1537,58631.8689,50077.9433,24691.744,21065.1441,16170.8877,10218.4137,8278.3481,6327.2594,5886.3354,9689.3049,8917.6879,5445.4114,6646.9293
        Colombia,1575.20099,1601.65643,1709.68281,1847.47156,2386.50115,5130.15074,5604.14404,9852.44678,11156.47951,13764.54497,14886.69655,18054.73549,16109.15834,19418.29296,20323.28947,20143.61294,27316.34411,30401.7098,33136.54091,33038.05392,37423.26356,40817.57071,39024.7822,48895.72905,56467.13586,60168.24747,64264.59727,71294.21852,75703.9292,69922.87432,76283.96837,83878.99097,87493.87565,82407.59046,96035.27747,80241.75583,91881.4736,92886.04541,92366.4213,78869.28918
        Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Brazzaville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Kinshasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Croatia,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Czech Republic,--,--,--,--,--,--,--,--,--,--,--,--,--,15162.27405,13495.58133,14855.83187,13598.09616,12567.43631,11540.08339,10313.21236,9539.39074,9579.0739,8423.85302,7442.79712,7330.3615,7129.74108,8712.65824,8820.68462,8404.01144,8480.07083,8077.72768,8182.44713,6892.74443,6527.87982,5797.04829,4901.645972,4816.05198,3695.493851,3117.043259,2407.323797
        Côte d’Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Denmark,0,0,0,0,83.77556,62.83167,63.93398,61.72936,134.48182,76.05939,59.52474,88.1848,38.58085,26.45544,66.1386,27.55775,171.96036,115.74255,188.49501,220.462,135.58413,180.77884,185.18808,166.44881,173.06267,105.82176,121.2541,209.4389,171.96036,70.54784,78.26401,0,12.12541,57.32012,57.32012,101.41252,23.14851,0.180915526,18.62793669,50.70626
        Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.50709,14.44026,24.21113,24.17216,8.28276,16.17801,43.54229,31.7678,66.36431,89.47634,99.56803,75.31963,57.6689,48.44173,55.58199,65.37103,75.16006,95.12114,97.09575,96.93346299,97.47064842
        El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.61023,129.22046,122.28231,120.6659,120.12834,145.33847,171.62746,181.77208,65.77514,119.10996,106.56132,109.9470692,134.2213904
        Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Former Czechoslovakia,8017.11052,7469.26177,7561.85593,7451.62479,7277.4596,7352.41677,7340.29134,6151.9997,5784.93001,6530.09249,16052.94053,16077.19135,15401.47532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,50,74,77,110.23114,93.145195,76.05939,55.666655,35.27392,48.50164,61.72936,68.34322,85.98018,128.97027,80.46863,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former U.S.S.R.,32407.914,26675.902,26786.133,28329.367,30754.449,34392.072,39021.774,41557.087,51147.184,43871.938,48295.87547,50623.41973,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,663.59144,843.26819,810.750005,778.23182,713.7561779,724.21856,576.50884,512.57478,512.5747805,263.869281,230.6770233,120.2015236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,485,766,815,614,774,1078,761,927,1682,785,645,676,548,686,606,432,320,241,72,86,98,116,136,92.43458976,120.023491,149.5029449,153.4402689,158.6194162,148.2903188,107.0643841,146.018344,147.5055752,197.9069109,217.1063832,193.2222593,169.3381354,119.9481752,70.55821494,18.52512754,18.5264846
        French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"        Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Georgia,--,--,--,--,--,--,--,--,--,--,--,--,134.48199,19.8416,16.53467,13.22774,9.92081,9.92081,10.11219578,10.20788867,10.30358156,10.49496734,10.68635311,12.87542172,48.11348468,62.84363778,58.21176754,59.95794783,69.54076958,100.8990254,98.87216294,102.708615,110.6855419,103.5969104,106.0712602,67.08194918,7.684197498,2.42508,2.10871903,0.74405925
        Germany,--,--,--,--,--,--,--,--,--,--,--,3896.66585,1894.87089,1707.202613,1519.534335,1331.866058,1144.19778,569.89427,361.55768,234.79203,308.6468,124.56103,251.32668,216.05276,203.92735,282.19136,262.4915371,652.5464659,1299.6743,1561.086055,1613.440756,1626.943465,1628.709821,1714.084773,1740.49014,1772.652952,1626.234602,1842.765123,1821.858979,1965.262225
"        Germany, East",8384.390322,8129.756712,6779.867886,7219.02819,7199.18661,6168.747222,5016.61281,4402.185216,3560.240838,4259.987226,3763.947726,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",5589.593548,5419.837808,4519.911924,4812.68546,4799.45774,4112.498148,3344.40854,2934.790144,2373.493892,2839.991484,2509.298484,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Greece,0,0,0,0,0,0,0,0,0,0,0,0,2.510731487,9.11595218,5.255411737,1.14138689,49.60401,72.74353129,83.77566,87.07895738,90.38225475,54.4591444,67.1825978,95.71982436,92.67020962,70.02688829,43.6735222,30.03232572,9.287402674,5.289214073,4.065075669,20.82778479,32.38615109,29.14050181,22.8928066,15.18750393,19.58292075,10.85514103,22.78891664,16.19266383
        Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hawaiian Trade Zone,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hong Kong,1.64134,1.49584,1.53442,1.61269,2.13187,2.23769,1.28089,0.40234,0.48391,0.07716,0.12015,0.27227,0.61729,0.3351,0.63273,0.36707,0.26566,1.95219,0.34502,0.51368,0.3717876,0.75398,3.08537,0.1431792,0.1422,0.03638,0.771618,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hungary,48.5017,46.29708,37.47859,25.35316,18.73929,18.73929,20.94389,17.63698,16.53467,6.675098056,2.449569889,0,0,0,0,0,0,0,0,0,0,0.00018,7.697355384,15.39453077,13.96660942,4.179761655,2.573783619,4.3320873,8.105725252,7.151897511,14.00079977,11.53418272,5.462816875,16.2596909,27.35598318,19.22535441,4.338649964,0.967214193,4.331217286,6.35251255
        Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        India,121.25409,176.36959,165.3465,88.1848,143.3003,231.48511,176.36959,187.3927,220.46199,176.36959,110.231,121.25409,143.3003,110.231,741.85464,717.6038,526.90418,595.24741,907.20114,1274.27035,1424.18452,1782.66675,1672.20427,1709.26835,1443.00646,1754.75407,1712.98974,1606.64879,1514.49347,1830.89171,1433.60596,1243.19955,1718.42744,1819.47839,1234.70625,1290.68595,1018.31177,1154.06565,1119.944755,976.2325927
        Indonesia,423.882716,464.6604938,492.882716,600.882716,716.6271605,834.1293827,918.472716,893.882716,1192.882716,2643,5060.266667,7977.515152,16983,18604.81091,22283.36242,34511.12148,40091.0147,45981.75934,52469.956,60854.68663,62607.90107,73131.65464,80447.68611,96879.82128,115875.9295,141765.8845,167263.5824,194425.8893,221588.1963,218660.8255,229280.48,300568.3569,335158.6959,392816.9572,421052.4702,403140.181,406630.2769,429383.0642,472958.596,506110.6192
        Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66958,0.1612,0.93973,1.2166,14.90976514,21.00368342,27.14573023,27.53276295,30.31850525,30.05044105,30.82348684,40.50814807,37.03755736,41.44790908,48.18208447,57.21741467,88.60028398,95.16713391,86.53794996,126.7783343,165.442197,221.1697503,227.9512815,121.2510411,102.1686242
        Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ireland,4.537717795,4.9235002,4.728699184,5.446789205,5.324561116,7.32604607,10.03416216,11.22588603,13.23119061,12.72318011,11.92105828,12.22280888,11.86758349,11.2908197,11.20296826,11.11511682,10.86684102,11.71097875,11.14567384,10.88975878,10.63384372,11.71479838,11.16859161,11.30609821,11.44360481,11.629753,7.874805637,5.180867318,5.845318665,4.25693052,6.414557943,3.180599762,20.85002279,38.62185593,32.09367959,57.89607477,63.95326271,75.13774751,123.4201006,125.8396787
        Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.7951098,72.91695221,42.24764453,45.29131424,34.53218442,32.53189852,18.95832854,20.2181313,21.04115122,17.22315283,22.38151829,40.62410074,25.08414649,30.2544799,37.08258363,41.0346604
        Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Japan,67.24091,50.70626,19.84158,14.33003,9.92079,7.79994556,5.67910112,3.55825668,1.43741224,1.27096343,2.40634273,1.24781492,2.785121799,2.639109817,2.529180849,2.7337288,3.15811815,2.151079701,1.059728867,1.80227685,1.209298004,1.465669295,1.07585456,1.32056738,2.04478505,4.07964931,2.73813804,3.55935899,4.14137867,1.99407879,3.32126003,3.19449438,3.70596622,3.1085142,1.43961686,2.13076523,2.62570242,3.33889699,3.599677081,4.39050073
        Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,27551.61126,24969.00333,28860.36463,23115.4407,23227.87632,27645.9348,25797.36094,18847.29639,28922.65675,32370.98023,25474.85722,30665.99128,26890.99072,27301.59923,31636.47918,29218.04786,37345.05208,29438.50944,20863.13835,7318.46112,8335.03427,6043.43889,6510.66221,6932.10546,4273.19577,5945.230756,3670.454316,2881.536754
        Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.18959732,0.242838893,21.79604728,24.76471692,24.7137902,25.13020785,26.45544,27.27437586,20.115008,15.71984449,10.13931193,30.01555187
        Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
